location-long,location-lat,date,time
-78.6424192,42.7816416,3/17/2022,16:33:06
-78.6419904,42.7812384,3/17/2022,16:33:23
-78.6424576,42.781504,3/17/2022,16:35:23
-78.6423488,42.7814784,3/17/2022,16:37:26
-78.6424256,42.7815904,3/17/2022,16:39:27
-78.6423808,42.7816192,3/17/2022,16:41:26
-78.6426176,42.781792,3/17/2022,16:43:25
-78.6437824,42.7802048,3/17/2022,16:45:23
-78.6429952,42.7799744,3/17/2022,16:47:24
-78.6440448,42.7802976,3/17/2022,16:49:23
-78.6445376,42.7806208,3/17/2022,16:49:44
-78.6450432,42.7810368,3/17/2022,16:50:03
-78.643904,42.7810368,3/17/2022,16:50:25
-78.6430144,42.7809152,3/17/2022,16:50:43
-78.6398848,42.7810816,3/17/2022,16:52:31
-78.6369408,42.781296,3/17/2022,16:53:31
-78.6366528,42.781216,3/17/2022,16:53:43
-78.6355584,42.7809536,3/17/2022,16:54:02
-78.6351808,42.7813088,3/17/2022,16:54:22
-78.634112,42.7811456,3/17/2022,16:54:43
-78.6338176,42.780688,3/17/2022,16:55:02
-78.6342592,42.7808672,3/17/2022,16:55:23
-78.634048,42.7810336,3/17/2022,16:55:42
-78.6338752,42.7808384,3/17/2022,16:56:02
-78.6337024,42.7811456,3/17/2022,16:56:22
-78.6327104,42.7811232,3/17/2022,16:56:42
-78.6316864,42.7810464,3/17/2022,16:57:03
-78.6308928,42.781104,3/17/2022,16:57:22
-78.6331264,42.781872,3/17/2022,16:58:34
-78.6339968,42.782304,3/17/2022,16:58:44
-78.6356032,42.7828736,3/17/2022,16:59:04
-78.6368,42.7837824,3/17/2022,16:59:23
-78.6379264,42.7843488,3/17/2022,16:59:43
-78.639232,42.7853248,3/17/2022,17:00:03
-78.6408704,42.786224,3/17/2022,17:00:23
-78.6420288,42.7876096,3/17/2022,17:00:42
-78.642848,42.786528,3/17/2022,17:01:02
-78.6438464,42.7854752,3/17/2022,17:01:22
-78.6445376,42.7847136,3/17/2022,17:01:41
-78.6450624,42.7840768,3/17/2022,17:02:02
-78.6453696,42.7839808,3/17/2022,17:02:22
-78.6450944,42.7838912,3/17/2022,17:02:43
-78.6452352,42.7839008,3/17/2022,17:03:02
-78.6459968,42.7882496,3/17/2022,17:07:23
-78.645088,42.789744,3/17/2022,17:07:42
-78.644288,42.7913984,3/17/2022,17:08:02
-78.645312,42.7925408,3/17/2022,17:08:22
-78.6456704,42.7944224,3/17/2022,17:08:43
-78.6457088,42.794464,3/17/2022,17:09:03
-78.6456704,42.7944416,3/17/2022,17:09:23
-78.6456128,42.7943712,3/17/2022,17:09:42
-78.6439808,42.7960704,3/17/2022,17:17:25
-78.643872,42.796288,3/17/2022,17:27:24
-78.6439232,42.7964736,3/17/2022,17:37:31
-78.6442816,42.7988736,3/17/2022,17:47:23
-78.6477184,42.8001056,3/17/2022,17:57:24
-78.6506944,42.7999488,3/17/2022,18:07:30
-78.6509184,42.7998496,3/17/2022,18:17:29
-78.6511168,42.799984,3/17/2022,18:27:39
-78.6507968,42.799824,3/17/2022,18:37:23
-78.6508928,42.7998624,3/17/2022,18:47:23
-78.6518272,42.799632,3/17/2022,18:57:23
-78.653184,42.8008448,3/17/2022,19:07:26
-78.652448,42.801248,3/17/2022,19:17:39
-78.6538176,42.8009376,3/17/2022,19:27:21
-78.6538752,42.8009536,3/17/2022,19:37:55
-78.6534592,42.800256,3/17/2022,19:47:23
-78.6534592,42.8003392,3/17/2022,19:57:51
-78.6538112,42.8003776,3/17/2022,20:07:29
-78.6537984,42.8004576,3/17/2022,20:17:29
-78.6530944,42.8003616,3/17/2022,20:27:36
-78.6535104,42.8006016,3/17/2022,20:37:25
-78.6535424,42.800576,3/17/2022,20:47:30
-78.6524864,42.8005824,3/17/2022,20:57:25
-78.6532928,42.800512,3/17/2022,21:08:01
-78.6533888,42.8005184,3/17/2022,21:17:28
-78.6532608,42.8003968,3/17/2022,21:27:24
-78.6535168,42.8005408,3/17/2022,21:37:24
-78.6532608,42.800576,3/17/2022,21:47:24
-78.6532032,42.8005728,3/17/2022,21:57:27
-78.6537216,42.8003872,3/17/2022,22:07:38
-78.6532672,42.800048,3/17/2022,22:17:37
-78.6535552,42.8002304,3/17/2022,22:27:58
-78.6533888,42.8005632,3/17/2022,22:37:36
-78.6533824,42.80088,3/17/2022,22:47:50
-78.6533376,42.800624,3/17/2022,22:57:22
-78.6533824,42.8004352,3/17/2022,23:07:24
-78.6535744,42.8007456,3/17/2022,23:18:05
-78.6534912,42.80056,3/17/2022,23:27:28
-78.6535552,42.800304,3/17/2022,23:37:24
-78.6535808,42.8003264,3/17/2022,23:47:22
-78.6534272,42.8004,3/17/2022,23:57:21
-78.65344,42.8004736,3/18/2022,0:07:24
-78.65344,42.8005984,3/18/2022,0:17:21
-78.6535168,42.8004416,3/18/2022,0:27:32
-78.653312,42.8008832,3/18/2022,0:37:27
-78.653824,42.8006848,3/18/2022,0:47:25
-78.6531648,42.800672,3/18/2022,0:57:23
-78.6532736,42.8003392,3/18/2022,1:07:49
-78.6534592,42.8004192,3/18/2022,1:18:01
-78.6533824,42.8005184,3/18/2022,1:27:21
-78.6533632,42.8003776,3/18/2022,1:37:24
-78.6535104,42.8004864,3/18/2022,1:47:24
-78.6534528,42.8004544,3/18/2022,1:57:21
-78.6532416,42.800544,3/18/2022,2:07:21
-78.6533184,42.8003968,3/18/2022,2:17:42
-78.653312,42.8003936,3/18/2022,2:28:09
-78.6534976,42.8004576,3/18/2022,2:37:26
-78.6534656,42.8005952,3/18/2022,2:47:37
-78.6530304,42.8000832,3/18/2022,2:57:27
-78.6533184,42.8004288,3/18/2022,3:07:28
-78.6534272,42.800464,3/18/2022,3:28:19
-78.6534656,42.8004256,3/18/2022,3:37:19
-78.6533504,42.8006272,3/18/2022,3:47:27
-78.653696,42.800592,3/18/2022,3:57:21
-78.6535552,42.8004416,3/18/2022,4:07:22
-78.6535168,42.8004576,3/18/2022,4:17:25
-78.6534016,42.8005056,3/18/2022,4:27:24
-78.6533952,42.80056,3/18/2022,4:37:28
-78.6533568,42.8005792,3/18/2022,4:47:48
-78.6532416,42.8006528,3/18/2022,4:57:36
-78.6537024,42.800224,3/18/2022,5:07:31
-78.6533568,42.8004032,3/18/2022,5:17:26
-78.653344,42.8004576,3/18/2022,5:27:29
-78.653216,42.8004992,3/18/2022,5:37:39
-78.6535552,42.8002944,3/18/2022,5:47:24
-78.6534208,42.800416,3/18/2022,5:57:52
-78.6533504,42.800544,3/18/2022,6:07:25
-78.6533248,42.8006016,3/18/2022,6:17:54
-78.653376,42.8005056,3/18/2022,6:27:28
-78.6537216,42.800304,3/18/2022,6:37:53
-78.6535808,42.8004416,3/18/2022,6:47:31
-78.6536128,42.8004128,3/18/2022,6:57:28
-78.6553408,42.7976416,3/18/2022,7:07:31
-78.655584,42.7966272,3/18/2022,7:17:39
-78.6559424,42.79672,3/18/2022,7:27:23
-78.6559296,42.797008,3/18/2022,7:37:25
-78.6559552,42.7971872,3/18/2022,7:47:27
-78.6556224,42.7973024,3/18/2022,7:57:25
-78.6559936,42.7974208,3/18/2022,8:08:01
-78.6558848,42.7973472,3/18/2022,8:17:23
-78.6559168,42.79728,3/18/2022,8:27:22
-78.6565888,42.7972256,3/18/2022,8:37:24
-78.6534976,42.7988,3/18/2022,8:47:23
-78.6540224,42.799216,3/18/2022,8:57:24
-78.6538496,42.7992064,3/18/2022,9:07:25
-78.653792,42.7991328,3/18/2022,9:17:24
-78.6540544,42.7992768,3/18/2022,9:27:23
-78.6538496,42.7989344,3/18/2022,9:37:22
-78.6536576,42.8009728,3/18/2022,9:47:21
-78.6533888,42.8005792,3/18/2022,9:57:25
-78.6530816,42.8011744,3/18/2022,10:07:22
-78.6532288,42.8011008,3/18/2022,10:17:39
-78.6523904,42.8018528,3/18/2022,10:27:23
-78.65232,42.8019264,3/18/2022,10:37:25
-78.64944,42.797792,3/18/2022,10:47:23
-78.654208,42.7955328,3/18/2022,10:57:24
-78.6545344,42.7951552,3/18/2022,11:07:25
-78.656352,42.7971904,3/18/2022,11:17:26
-78.656416,42.7981216,3/18/2022,11:27:29
-78.6554048,42.7997216,3/18/2022,11:37:39
-78.6552384,42.7996096,3/18/2022,11:47:23
-78.655424,42.799312,3/18/2022,11:57:22
-78.6552512,42.7998464,3/18/2022,12:07:42
-78.655648,42.7996736,3/18/2022,12:17:39
-78.6556928,42.799744,3/18/2022,12:27:24
-78.6553728,42.7977728,3/18/2022,12:37:49
-78.6547712,42.7976416,3/18/2022,12:47:21
-78.65504,42.7974432,3/18/2022,12:57:21
-78.6552064,42.7973472,3/18/2022,13:07:21
-78.6560384,42.797792,3/18/2022,13:17:22
-78.6556032,42.7970656,3/18/2022,13:27:21
-78.6563648,42.7970272,3/18/2022,13:37:22
-78.6541888,42.795552,3/18/2022,13:47:21
-78.6542464,42.7955488,3/18/2022,13:57:20
-78.6517312,42.7949728,3/18/2022,14:07:25
-78.651008,42.7951168,3/18/2022,14:17:25
-78.6516736,42.7963552,3/18/2022,14:27:55
-78.6560384,42.7972576,3/18/2022,14:37:22
-78.65536,42.797168,3/18/2022,14:47:23
-78.654496,42.7989248,3/18/2022,14:57:39
-78.6539584,42.7993408,3/18/2022,15:07:21
-78.654112,42.7994496,3/18/2022,15:17:22
-78.6537856,42.8010784,3/18/2022,15:27:20
-78.6536384,42.801136,3/18/2022,15:35:20
-78.6537344,42.8006624,3/18/2022,15:37:20
-78.6538176,42.8009376,3/18/2022,15:39:19
-78.6538496,42.8010112,3/18/2022,15:41:19
-78.6541184,42.8012,3/18/2022,15:43:19
-78.6535616,42.8011104,3/18/2022,15:45:19
-78.6537728,42.8013696,3/18/2022,15:47:18
-78.6540288,42.8015168,3/18/2022,15:49:19
-78.6537472,42.80136,3/18/2022,15:51:19
-78.653824,42.8013952,3/18/2022,15:53:19
-78.6542336,42.801456,3/18/2022,15:55:19
-78.653792,42.8013344,3/18/2022,15:57:19
-78.6540608,42.801456,3/18/2022,15:59:20
-78.653952,42.8013184,3/18/2022,16:01:19
-78.65376,42.80224,3/18/2022,16:03:18
-78.6512704,42.8013792,3/18/2022,16:05:21
-78.6526016,42.7999264,3/18/2022,16:05:40
-78.6541184,42.799552,3/18/2022,16:06:00
-78.6538624,42.7993728,3/18/2022,16:06:19
-78.6543104,42.799488,3/18/2022,16:06:40
-78.6542912,42.7996896,3/18/2022,16:07:19
-78.655456,42.7996416,3/18/2022,16:09:19
-78.6555456,42.7995392,3/18/2022,16:11:19
-78.65616,42.8000512,3/18/2022,16:13:21
-78.6599168,42.7977408,3/18/2022,16:15:18
-78.6607616,42.7961184,3/18/2022,16:15:39
-78.6606656,42.7942976,3/18/2022,16:15:59
-78.6604032,42.7938016,3/18/2022,16:16:22
-78.6609792,42.7941856,3/18/2022,16:16:39
-78.6607872,42.7942624,3/18/2022,16:17:01
-78.6602432,42.7939808,3/18/2022,16:17:20
-78.6605888,42.7940672,3/18/2022,16:19:21
-78.6606656,42.79392,3/18/2022,16:21:21
-78.6596224,42.7948192,3/18/2022,16:23:28
-78.6595008,42.7945792,3/18/2022,16:25:20
-78.659904,42.7949632,3/18/2022,16:27:19
-78.6596544,42.7946464,3/18/2022,16:29:19
-78.6590208,42.793808,3/18/2022,16:31:19
-78.65808,42.7939616,3/18/2022,16:33:31
-78.6579456,42.7938144,3/18/2022,16:35:23
-78.6579648,42.7942624,3/18/2022,16:37:19
-78.65776,42.7945632,3/18/2022,16:39:19
-78.653472,42.7953984,3/18/2022,16:48:19
-78.6504448,42.7950176,3/18/2022,16:57:23
-78.6493888,42.796016,3/18/2022,16:58:10
-78.6499968,42.7952448,3/18/2022,16:58:21
-78.6491776,42.7962912,3/18/2022,16:58:41
-78.6490304,42.7965632,3/18/2022,16:59:02
-78.6490048,42.7963456,3/18/2022,16:59:24
-78.6489024,42.7967136,3/18/2022,16:59:45
-78.6493504,42.7969792,3/18/2022,17:00:00
-78.6492544,42.7971264,3/18/2022,17:00:21
-78.6491136,42.7971488,3/18/2022,17:00:39
-78.647168,42.7991552,3/18/2022,17:07:20
-78.6458368,42.7988576,3/18/2022,17:17:21
-78.6445184,42.799376,3/18/2022,17:27:20
-78.6436224,42.7989056,3/18/2022,17:37:24
-78.6408832,42.799184,3/18/2022,17:47:36
-78.639488,42.7965344,3/18/2022,17:57:40
-78.6435392,42.7961856,3/18/2022,18:07:20
-78.6474368,42.7983968,3/18/2022,18:17:20
-78.651776,42.7999488,3/18/2022,18:27:20
-78.6525248,42.8006912,3/18/2022,18:37:19
-78.6519936,42.8002272,3/18/2022,18:47:25
-78.651488,42.8002976,3/18/2022,18:57:19
-78.6512832,42.8003616,3/18/2022,19:07:39
-78.6511552,42.7997792,3/18/2022,19:17:19
-78.6512192,42.7999232,3/18/2022,19:27:20
-78.6511872,42.799728,3/18/2022,19:37:20
-78.6506624,42.7997728,3/18/2022,19:47:28
-78.650496,42.8000032,3/18/2022,19:58:19
-78.6505408,42.8000832,3/18/2022,20:07:27
-78.6506048,42.8002144,3/18/2022,20:17:19
-78.6505792,42.7999168,3/18/2022,20:27:21
-78.6507392,42.7999968,3/18/2022,20:37:39
-78.6505984,42.8001568,3/18/2022,20:47:31
-78.6504576,42.8001216,3/18/2022,20:57:36
-78.6507136,42.8000768,3/18/2022,21:08:01
-78.6505792,42.800128,3/18/2022,21:17:29
-78.6510528,42.80064,3/18/2022,21:27:29
-78.6505728,42.79992,3/18/2022,21:37:34
-78.6511104,42.79976,3/18/2022,21:47:32
-78.6508096,42.8005248,3/18/2022,21:57:30
-78.6508032,42.8001184,3/18/2022,22:07:45
-78.6512448,42.8002656,3/18/2022,22:17:33
-78.6510464,42.7995936,3/18/2022,22:27:43
-78.6503552,42.7999648,3/18/2022,22:37:26
-78.6510208,42.8004352,3/18/2022,22:47:36
-78.6512064,42.8007136,3/18/2022,22:57:46
-78.6511232,42.8005568,3/18/2022,23:07:37
-78.6508224,42.8000768,3/18/2022,23:17:55
-78.6505152,42.8000576,3/18/2022,23:27:26
-78.6499584,42.8001504,3/18/2022,23:38:09
-78.650688,42.800032,3/18/2022,23:47:24
-78.6509504,42.8002496,3/18/2022,23:57:28
-78.6505664,42.800128,3/19/2022,0:07:33
-78.65072,42.7998912,3/19/2022,0:17:49
-78.650848,42.7998976,3/19/2022,0:27:35
-78.6505664,42.7999328,3/19/2022,0:37:47
-78.650592,42.7997056,3/19/2022,0:47:32
-78.6507904,42.800096,3/19/2022,1:08:31
-78.6506816,42.8003264,3/19/2022,1:17:28
-78.6508224,42.8003264,3/19/2022,1:27:31
-78.6507136,42.799904,3/19/2022,1:37:37
-78.65072,42.8003936,3/19/2022,1:47:36
-78.6508352,42.799712,3/19/2022,1:57:26
-78.6503744,42.8001056,3/19/2022,2:18:02
-78.6502016,42.8002432,3/19/2022,2:27:39
-78.65056,42.8000864,3/19/2022,2:37:37
-78.6505344,42.80024,3/19/2022,2:48:29
-78.6503744,42.8001792,3/19/2022,2:58:09
-78.6501632,42.7999264,3/19/2022,3:07:48
-78.6502976,42.8000192,3/19/2022,3:17:28
-78.6505152,42.8001216,3/19/2022,3:27:37
-78.6503232,42.7998304,3/19/2022,3:38:03
-78.650496,42.8000256,3/19/2022,3:48:31
-78.6543104,42.8006944,3/19/2022,7:58:00
-78.6527936,42.80096,3/19/2022,10:57:55
-78.65328,42.801872,3/19/2022,11:57:29
-78.6534656,42.8020416,3/19/2022,12:07:26
-78.6536256,42.8020416,3/19/2022,12:17:39
-78.65312,42.801792,3/19/2022,12:27:28
-78.653184,42.8018336,3/19/2022,12:37:52
-78.6533376,42.801936,3/19/2022,12:47:42
-78.6528832,42.8016896,3/19/2022,12:57:49
-78.6534784,42.8019904,3/19/2022,13:07:28
-78.6530368,42.8017856,3/19/2022,13:17:36
-78.653216,42.8018624,3/19/2022,13:27:35
-78.6531776,42.8019456,3/19/2022,13:37:50
-78.6536256,42.8013216,3/19/2022,13:47:34
-78.653632,42.8014368,3/19/2022,13:57:57
-78.6517696,42.8012896,3/19/2022,14:07:24
-78.6520384,42.8010048,3/19/2022,14:07:43
-78.6521728,42.8009824,3/19/2022,14:08:05
-78.652448,42.80128,3/19/2022,14:08:22
-78.6528192,42.800944,3/19/2022,14:17:49
-78.6529216,42.8009312,3/19/2022,14:27:39
-78.65264,42.8009376,3/19/2022,14:37:22
-78.6525376,42.8009728,3/19/2022,14:47:21
-78.6523456,42.8000224,3/19/2022,14:57:23
-78.6532736,42.797904,3/19/2022,15:07:24
-78.6534016,42.7976608,3/19/2022,15:17:39
-78.6533888,42.7975488,3/19/2022,15:27:24
-78.6525952,42.79736,3/19/2022,15:37:29
-78.6538624,42.7977408,3/19/2022,15:47:26
-78.6542912,42.7977024,3/19/2022,15:57:40
-78.6541312,42.7976864,3/19/2022,16:07:22
-78.654976,42.7973184,3/19/2022,16:17:22
-78.65504,42.7972768,3/19/2022,16:27:24
-78.650304,42.7944,3/19/2022,16:37:22
-78.6513088,42.794912,3/19/2022,16:47:25
-78.6511552,42.7948768,3/19/2022,16:57:26
-78.6512384,42.79504,3/19/2022,17:08:33
-78.65344,42.795424,3/19/2022,17:17:39
-78.6549696,42.7996128,3/19/2022,17:27:22
-78.652832,42.8010592,3/19/2022,17:37:38
-78.653792,42.8014112,3/19/2022,17:47:22
-78.6516032,42.799152,3/19/2022,17:57:24
-78.655072,42.7971264,3/19/2022,18:07:23
-78.6557696,42.7968416,3/19/2022,18:17:30
-78.654432,42.796016,3/19/2022,18:27:39
-78.6553728,42.7967232,3/19/2022,18:37:29
-78.6563136,42.7974016,3/19/2022,18:47:25
-78.6565632,42.7976224,3/19/2022,18:57:21
-78.6480256,42.802752,3/19/2022,19:07:23
-78.6480384,42.8024288,3/19/2022,19:17:26
-78.649312,42.8019744,3/19/2022,19:27:31
-78.6476288,42.8010304,3/19/2022,19:38:46
-78.6474944,42.8006048,3/19/2022,19:48:19
-78.6479872,42.8006784,3/19/2022,19:58:33
-78.6561216,42.7979648,3/20/2022,7:57:30
-78.6523712,42.800656,3/20/2022,10:58:49
-78.6517504,42.8007072,3/20/2022,13:58:19
-78.6517056,42.8003456,3/20/2022,16:58:19
-78.633888,42.8063168,3/20/2022,19:58:07
-78.6337408,42.8062944,3/20/2022,22:58:51
-78.6331584,42.8064064,3/21/2022,1:58:39
-78.6336064,42.8062912,3/21/2022,4:58:48
-78.653824,42.801056,3/21/2022,7:57:55
-78.6536512,42.8010208,3/21/2022,10:57:47
-78.6534656,42.8013408,3/21/2022,13:57:48
-78.6406528,42.7856512,3/21/2022,14:17:39
-78.641792,42.7852032,3/21/2022,14:18:03
-78.6426496,42.7852512,3/21/2022,14:18:23
-78.6431488,42.7854816,3/21/2022,14:18:43
-78.64384,42.7855648,3/21/2022,14:19:03
-78.6439488,42.7856,3/21/2022,14:19:22
-78.6440448,42.7856224,3/21/2022,14:19:43
-78.64784,42.7918272,3/21/2022,14:27:22
-78.6484288,42.7928992,3/21/2022,14:27:42
-78.6489536,42.793264,3/21/2022,14:28:03
-78.6491008,42.7935744,3/21/2022,14:28:22
-78.648288,42.7993216,3/21/2022,14:37:30
-78.648192,42.7991104,3/21/2022,14:47:26
-78.64832,42.7991264,3/21/2022,14:57:26
-78.6511616,42.7996704,3/21/2022,15:07:24
-78.6446592,42.7997408,3/21/2022,15:17:25
-78.6493824,42.7999328,3/21/2022,15:27:24
-78.6487552,42.7981344,3/21/2022,15:38:25
-78.6506176,42.7987648,3/21/2022,15:47:24
-78.6513856,42.8004256,3/21/2022,15:57:23
-78.648928,42.803472,3/21/2022,16:07:25
-78.6486464,42.8034592,3/21/2022,16:17:34
-78.6488896,42.8036256,3/21/2022,16:27:25
-78.6489024,42.8045184,3/21/2022,16:37:31
-78.6483072,42.8043648,3/21/2022,16:47:26
-78.6483776,42.804912,3/21/2022,16:57:34
-78.6488256,42.803328,3/21/2022,17:07:55
-78.649056,42.8035616,3/21/2022,17:17:39
-78.6491904,42.8034592,3/21/2022,17:27:23
-78.6492416,42.8036,3/21/2022,17:37:39
-78.6534272,42.8014272,3/21/2022,17:47:25
-78.6537792,42.801056,3/21/2022,17:57:26
-78.652768,42.801872,3/21/2022,18:07:26
-78.6468096,42.8077952,3/21/2022,18:17:39
-78.6481536,42.8047584,3/21/2022,18:27:55
-78.6478272,42.804592,3/21/2022,18:37:24
-78.6484928,42.8046144,3/21/2022,18:47:24
-78.653824,42.800544,3/21/2022,18:57:24
-78.6546688,42.797184,3/21/2022,19:07:39
-78.6522432,42.7993728,3/21/2022,19:17:22
-78.6479424,42.8019424,3/21/2022,19:27:24
-78.6490432,42.8034976,3/21/2022,19:37:25
-78.6466752,42.8047136,3/21/2022,19:47:43
-78.64656,42.8050208,3/21/2022,19:57:53
-78.6467968,42.8048544,3/21/2022,20:07:28
-78.6473408,42.8047936,3/21/2022,20:17:34
-78.6462144,42.8049952,3/21/2022,20:28:07
-78.6470976,42.8048512,3/21/2022,20:37:29
-78.646624,42.8051456,3/21/2022,20:47:24
-78.6467456,42.8051264,3/21/2022,20:57:31
-78.6469056,42.8048896,3/21/2022,21:07:55
-78.646752,42.8054624,3/21/2022,21:17:37
-78.6469632,42.8051424,3/21/2022,21:27:26
-78.6470976,42.8050912,3/21/2022,21:37:43
-78.6469696,42.8049472,3/21/2022,21:47:29
-78.6471872,42.805488,3/21/2022,21:57:39
-78.6468864,42.8045664,3/21/2022,22:07:30
-78.6471616,42.8057056,3/21/2022,22:17:51
-78.646144,42.8050944,3/21/2022,22:27:39
-78.646912,42.805024,3/21/2022,22:37:55
-78.6473216,42.8047328,3/21/2022,22:47:43
-78.6468224,42.8046432,3/21/2022,22:57:25
-78.6475584,42.8047744,3/21/2022,23:07:58
-78.6467136,42.8049408,3/21/2022,23:18:11
-78.6467584,42.804928,3/21/2022,23:27:31
-78.6468608,42.804768,3/21/2022,23:37:27
-78.647296,42.8048576,3/21/2022,23:47:26
-78.6465856,42.8048128,3/21/2022,23:57:30
-78.6469248,42.804928,3/22/2022,0:08:49
-78.6468416,42.8050336,3/22/2022,0:17:32
-78.6469824,42.8051616,3/22/2022,0:27:24
-78.6467072,42.8048736,3/22/2022,0:37:40
-78.6467264,42.8049248,3/22/2022,0:47:47
-78.6470464,42.8045344,3/22/2022,0:58:18
-78.6469504,42.804112,3/22/2022,1:07:56
-78.6467392,42.8051712,3/22/2022,1:17:39
-78.6466624,42.8053408,3/22/2022,1:27:43
-78.6466304,42.8054784,3/22/2022,1:37:26
-78.6468288,42.804912,3/22/2022,1:47:32
-78.6468352,42.8047648,3/22/2022,1:57:30
-78.6468992,42.8050112,3/22/2022,4:58:30
-78.6489152,42.8032928,3/22/2022,7:57:54
-78.6533824,42.8020032,3/22/2022,10:57:50
-78.6500928,42.803168,3/22/2022,11:17:21
-78.6482112,42.8048704,3/22/2022,11:27:39
-78.6473216,42.8051296,3/22/2022,11:37:20
-78.6473024,42.8051744,3/22/2022,11:47:22
-78.6494912,42.8049536,3/22/2022,11:57:23
-78.658528,42.8036736,3/22/2022,12:07:21
-78.659584,42.8029408,3/22/2022,12:07:40
-78.6585664,42.8022464,3/22/2022,12:07:59
-78.65792,42.8014496,3/22/2022,12:08:20
-78.65712,42.8001504,3/22/2022,12:08:39
-78.6566464,42.798816,3/22/2022,12:08:59
-78.6552384,42.7980736,3/22/2022,12:09:20
-78.6550976,42.7978592,3/22/2022,12:09:41
-78.655072,42.7977184,3/22/2022,12:10:01
-78.6542592,42.79688,3/22/2022,12:10:21
-78.6542656,42.796544,3/22/2022,12:10:41
-78.6542272,42.7958368,3/22/2022,12:11:04
-78.6542528,42.795968,3/22/2022,12:11:23
-78.6542272,42.7957824,3/22/2022,12:11:40
-78.651168,42.795024,3/22/2022,12:17:23
-78.6509568,42.7947008,3/22/2022,12:27:25
-78.6501376,42.792736,3/22/2022,12:37:22
-78.6502592,42.7924704,3/22/2022,12:47:27
-78.651008,42.7929472,3/22/2022,12:57:23
-78.6498688,42.79264,3/22/2022,13:07:30
-78.65232,42.79448,3/22/2022,13:17:55
-78.6514176,42.7938144,3/22/2022,13:27:23
-78.6515904,42.7935776,3/22/2022,13:37:20
-78.6515584,42.7935552,3/22/2022,13:47:22
-78.6510784,42.7939744,3/22/2022,13:57:26
-78.65088,42.7939072,3/22/2022,14:07:38
-78.6498688,42.7946464,3/22/2022,14:17:23
-78.6485184,42.7924384,3/22/2022,14:27:22
-78.6481024,42.7922208,3/22/2022,14:37:22
-78.6488512,42.7919136,3/22/2022,14:47:40
-78.6472384,42.793312,3/22/2022,14:57:23
-78.646592,42.7934304,3/22/2022,15:07:21
-78.6469184,42.7934272,3/22/2022,15:17:26
-78.6469504,42.7937152,3/22/2022,15:27:22
-78.6469504,42.7928032,3/22/2022,15:37:39
-78.6484096,42.7949984,3/22/2022,15:47:57
-78.6484224,42.796448,3/22/2022,15:57:47
-78.6473856,42.7976416,3/22/2022,16:07:24
-78.648384,42.794224,3/22/2022,16:17:20
-78.6480512,42.793552,3/22/2022,16:27:22
-78.6480256,42.7936832,3/22/2022,16:37:28
-78.6456384,42.7953344,3/22/2022,16:47:24
-78.6452928,42.7932544,3/22/2022,16:57:24
-78.6503232,42.7939264,3/22/2022,17:07:49
-78.6504256,42.7938848,3/22/2022,17:17:39
-78.6513344,42.7938112,3/22/2022,17:27:39
-78.6510464,42.7934432,3/22/2022,17:37:19
-78.6511744,42.7933376,3/22/2022,17:47:21
-78.6539904,42.7955616,3/22/2022,17:57:24
-78.6557952,42.796768,3/22/2022,18:07:30
-78.6571776,42.7973824,3/22/2022,18:17:27
-78.6565504,42.7978176,3/22/2022,18:27:30
-78.6564096,42.7971328,3/22/2022,18:37:55
-78.651616,42.7936352,3/22/2022,18:47:24
-78.6502016,42.791856,3/22/2022,18:57:31
-78.650912,42.7923744,3/22/2022,19:07:25
-78.6517952,42.7933632,3/22/2022,19:17:25
-78.6576832,42.7950272,3/22/2022,19:27:24
-78.6565312,42.7978528,3/22/2022,19:37:30
-78.6603136,42.7939296,3/22/2022,19:48:01
-78.6598592,42.7941088,3/22/2022,19:57:39
-78.6606592,42.793616,3/22/2022,20:07:46
-78.660064,42.7937504,3/22/2022,20:17:30
-78.6599168,42.7941856,3/22/2022,20:28:00
-78.6602432,42.7936256,3/22/2022,20:37:28
-78.6604864,42.7939072,3/22/2022,20:47:31
-78.6602496,42.7934368,3/22/2022,20:57:30
-78.6603456,42.7939392,3/22/2022,21:07:40
-78.6603328,42.793888,3/22/2022,21:17:43
-78.6605248,42.79416,3/22/2022,21:27:37
-78.660256,42.7937696,3/22/2022,21:37:34
-78.659968,42.7932896,3/22/2022,21:47:49
-78.6602176,42.793616,3/22/2022,21:59:19
-78.660256,42.7938144,3/22/2022,22:07:46
-78.6599296,42.7931968,3/22/2022,22:17:32
-78.6601792,42.7936064,3/22/2022,22:27:55
-78.6602496,42.7935456,3/22/2022,22:37:32
-78.6601024,42.7937856,3/22/2022,22:57:33
-78.660256,42.7937248,3/23/2022,1:58:02
-78.6602048,42.7938336,3/23/2022,4:58:09
-78.6513984,42.7949344,3/23/2022,7:58:01
-78.6580416,42.793072,3/23/2022,10:58:01
-78.6554432,42.7998208,3/23/2022,13:27:39
-78.6554624,42.7998112,3/23/2022,13:37:39
-78.6558976,42.7996928,3/23/2022,13:47:21
-78.656256,42.7996896,3/23/2022,13:57:55
-78.6543104,42.8005568,3/23/2022,14:07:22
-78.6536704,42.8009696,3/23/2022,14:17:21
-78.6531136,42.8008416,3/23/2022,14:27:20
-78.653344,42.8008768,3/23/2022,14:37:22
-78.65312,42.8005344,3/23/2022,14:47:22
-78.6513728,42.800048,3/23/2022,14:57:21
-78.654592,42.7991904,3/23/2022,15:07:21
-78.656192,42.799504,3/23/2022,15:17:21
